id,triggerChannelTitle,triggerTitle,triggerDesc,actionChannelTitle,actionTitle,actionDesc,deviceCategory
YkEvYfna,Foobot,Pollution is high,This Trigger fires when global air pollution is higher than 50.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
YkdjN8R9,Smart Life,Device or group is turned on,This trigger fires when the specified device/group is turned on.,Smart Life,Turn off,This action will turn off the device/group of your choosing.,Generic/Other
YmKEi7x6,Flic,Flic is clicked,This Trigger fires every time you click the selected Flic.,TP-Link Kasa,Toggle,This action will toggle a device.,Generic/Other
YqUFZkCy,Weather Underground,Sunset,This Trigger fires within 15 minutes of the sunset in your location.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
YrXy79qQ,Button widget,Button press,This trigger fires every time you press the button.,ThermoSmart,Unpause,"This Action will unpause your ThermoSmart, i.e. set it to either a scheduled program or an exception if there is one for the current time.",Generic/Other
YvKESMq8,Google Assistant,Say a simple phrase,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",Nature Remo,Control home appliances,This action will send an infrared signal to control your home appliances.,Generic/Other
Z27kBbnq,Weather Underground,Sunset,This Trigger fires within 15 minutes of the sunset in your location.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
Z2VrMXcD,Date & Time,Every day at,This Trigger fires every single day at a specific time set by you.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
Z6ti8SuA,Email,Send IFTTT any email,Send IFTTT any email at trigger@applet.ifttt.com and this Trigger fires. You can optionally add a single file attachment and IFTTT will create a public URL to the file as an Ingredient. ,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
ZGv4eRFS,Weather Underground,Sunset,This Trigger fires within 15 minutes of the sunset in your location.,WeMo Insight Switch,Turn on,"This Action will turn a WeMo Insight Switch on. If the WeMo Insight Switch is already on, it will remain on.",Generic/Other
ZHJSsjMx,Google Assistant,Say a simple phrase,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",Nature Remo,Control home appliances,This action will send an infrared signal to control your home appliances.,Generic/Other
ZHfwRKLE,YouTube,New channel membership,This trigger fires when there is a new membership for your channel.,SwitchBot,Bot press,This action will trigger the specified Bot to press the switch.,Generic/Other
ZKSAmxeD,Knocki,Gesture with task matching ID occurs,This trigger fires if you tap a gesture with a custom IFTTT task matching the ID of this trigger.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
ZLm38sWY,Location,You enter an area,This Trigger fires every time you enter an area you specify.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
ZMdUGm5L,SwitchBot,Temperature or humidity changes,"Whenever a preset temperature and/or humidity change detected, SwitchBot Thermometer & Hygrometer (the Meter) will try to trigger the service. E.g. if the temperature is too high, turn on AC with the SwitchBot Hub Plus (the Hub Plus).",Smart Life,Turn off,This action will turn off the device/group of your choosing.,Generic/Other
ZWP7wRph,Date & Time,Every day at,This Trigger fires every single day at a specific time set by you.,Wink: Aros,Turn A/C off,This Action will turn your Aros A/C off.,Generic/Other
ZZrLdVyA,Date & Time,Every day of the week at,This Trigger fires only on specific days of the week at the time you provide.,iRobot,Start robot,This action will start your robot.,Generic/Other
ZaE3Ne96,Google Assistant,Say a phrase with a text ingredient,This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase like “Post a tweet saying ‘New high score.’” **Use the $ symbol to specify where you'll say the text ingredient,Smart Life,Turn on,This action will turn on the device/group of your choosing.,Generic/Other
ZbKthuc7,SmartThings,Opened,This Trigger fires every time your SmartThings device is opened.,Smart Life,Turn on,This action will turn on the device/group of your choosing.,Generic/Other
Zc3nkJgv,Android Device,Connects to a specific WiFi network,This Trigger fires every time your Android device connects to a WiFi network you specify.,TP-Link Kasa,Turn on,This action will turn on a device.,Generic/Other
ZfhiTt9r,Google Assistant,Say a simple phrase,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
Zfjm3YRV,Amazon Alexa,Say a specific phrase,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",TP-Link Kasa,Turn on,This action will turn on a device.,Generic/Other
ZgNUcKEz,YouTube,New Super Chat message,This trigger fires when there is a new Super Chat message in a live chat during a live stream on your channel.,WeMo Insight Switch,Turn on,"This Action will turn a WeMo Insight Switch on. If the WeMo Insight Switch is already on, it will remain on.",Generic/Other
Zr6ARwJ5,Amazon Alexa,Say a specific phrase,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",Wemo Dimmer,Turn off,"This action will turn a WeMo Dimmer off. If the WeMo Dimmer is already off, it will remain off.",Generic/Other
Zt8MPw9Q,Button widget,Button press,This trigger fires every time you press the button.,ThermoSmart,Unpause,"This Action will unpause your ThermoSmart, i.e. set it to either a scheduled program or an exception if there is one for the current time.",Generic/Other
ZvHdrTZg,Google Assistant,Say a simple phrase,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",Smart Life,Turn off,This action will turn off the device/group of your choosing.,Generic/Other
Zxb2n9d6,MyQ,Door opened,This trigger fires when a door is opened.,TP-Link Kasa,Turn on,This action will turn on a device.,Generic/Other
ZxhzWgsS,Smappee,Power rises above,This Trigger fires every time the power rises above the specified value in watts.,WeMo Smart Plug,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
ZzxksNBT,Somfy Protect,Alarm initiated,"This Trigger fires every time your Myfox security system receives an alarm (detection, intrusion, silent alert, ...).",WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
a57zU3qe,Amazon Alexa,Say a specific phrase,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",Smart Life,Turn off,This action will turn off the device/group of your choosing.,Generic/Other
a5qYyjTL,WeMo Insight Switch,Daily minutes on is longer than,This Trigger fires when the device attached to your WeMo Insight Switch is turned on longer than the minutes you specify.,WeMo Insight Switch,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
a6Au4zkK,Location,You enter an area,This Trigger fires every time you enter an area you specify.,ThermoSmart,Unpause,"This Action will unpause your ThermoSmart, i.e. set it to either a scheduled program or an exception if there is one for the current time.",Generic/Other
a6Wcvi4m,Litter-Robot by Whisker,Litter Robot Events,This trigger fires when an event is triggered from your litter robot. ie. Clean Cycle Completes,iRobot,Start robot,This action will start your robot.,Generic/Other
a7wXMr6Z,Google Assistant,Say a simple phrase,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",Lutron Caséta and RA2 Select,Set light level,This Action will set a Lutron dimmer or switch to the level you specify.,Generic/Other
aACMV5Kd,Google Assistant,Say a simple phrase,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",iRobot,Start robot,This action will start your robot.,Generic/Other
aBAFumnJ,Weather Underground,Current condition changes to,"This Trigger monitors changes in the current weather condition. When one of those conditions is met the Trigger fires. Currently only these simple conditions are supported: Rain, Snow, Cloudy, Clear. ",WeMo Smart Plug,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
aCQE7SjZ,Date & Time,Every day of the week at,This Trigger fires only on specific days of the week at the time you provide.,Smappee,Turn on plug,This Action will turn on a plug for the specified duration.,Generic/Other
aHE3xBNb,Wink: Spotter,Temperature drops below,This Trigger fires every time the temperature measured by your Spotter drops below the value you specify.,Wink: Pivot Power Genius,Turn outlet off,"This Action will turn off the Pivot Power Genius outlet you specify. If the outlet is already off, it will remain off.",Generic/Other
aJ46cZe3,WeMo Insight Switch,Daily minutes on is longer than,This Trigger fires when the device attached to your WeMo Insight Switch is turned on longer than the minutes you specify.,WeMo Insight Switch,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
aJ9dTi43,tadoº Heating,tado⁠° switches to Away Mode,This trigger fires when tado⁠° switches to Away Mode.,Energenie Mi|Home,Power off device,This Action will turn off one of your Mi|Home devices.,Generic/Other
aKxPM4Xv,Weather Underground,Current condition changes to,"This Trigger monitors changes in the current weather condition. When one of those conditions is met the Trigger fires. Currently only these simple conditions are supported: Rain, Snow, Cloudy, Clear. ",WeMo Smart Plug,Turn off then on,This Action will turn a WeMo Switch off then immediately back on.,Generic/Other
aLXwYabj,Weather Underground,Sunset,This Trigger fires within 15 minutes of the sunset in your location.,Energenie Mi|Home,Power on device,This Action will turn on one of your Mi|Home devices.,Generic/Other
aNtxmvT9,Weather Underground,Sunset,This Trigger fires within 15 minutes of the sunset in your location.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
aP6AfwSG,Email,Send IFTTT any email,Send IFTTT any email at trigger@applet.ifttt.com and this Trigger fires. You can optionally add a single file attachment and IFTTT will create a public URL to the file as an Ingredient. ,WeMo Smart Plug,Toggle on/off,This Action will toggle a WeMo Switch on or off.,Generic/Other
aPSZfjwm,Knocki,Gesture with task matching ID occurs,This trigger fires if you tap a gesture with a custom IFTTT task matching the ID of this trigger.,TP-Link Kasa,Turn off,This action will turn off a selected device.,Generic/Other
aPWdLNrm,Fitbit,Daily goal not achieved by __:__,This Trigger fires every time you do not achieve a daily goal you choose at the time you specify. NOTE: Updated on the first Fitbit tracker sync after the time you specify.,Wink: Aros,Turn A/C off,This Action will turn your Aros A/C off.,Generic/Other
aRSpyaEN,Heatzy,Device is set to heat mode ,This trigger fires when the specified device is set to heat mode,Heatzy,Set eco mode,This action will set a specific device on eco mode,Generic/Other
aSQx6wd5,Location,You enter an area,This Trigger fires every time you enter an area you specify.,TP-Link Kasa,Turn on,This action will turn on a device.,Generic/Other
aT74wFXR,WeMo Light Switch,Switched on,This Trigger fires every time your WeMo Light Switch is turned on.,WeMo Insight Switch,Turn on,"This Action will turn a WeMo Insight Switch on. If the WeMo Insight Switch is already on, it will remain on.",Generic/Other
aTDeimyu,Location,You enter an area,This Trigger fires every time you enter an area you specify.,TP-Link Kasa,Turn on,This action will turn on a device.,Generic/Other
adDEJG9g,Weather Underground,Current temperature rises above,This Trigger monitors your local temperature and fires whenever the temperature rises above the value you provide.,TP-Link Kasa,Turn off,This action will turn off a selected device.,Generic/Other
aizvhMwy,Weather Underground,Sunset,This Trigger fires within 15 minutes of the sunset in your location.,TP-Link Kasa,Turn on,This action will turn on a device.,Generic/Other
ajFgtmwV,UbiBot,Humidity Rises above or Drops below ,This trigger monitors the UbiBot device's built-in humidity sensor readings and fires whenever the humidity rises above or drops below the value you provide. ,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
akhg2tAz,Wyze,Motion Sensor becomes clear,This trigger fires when a Motion Sensor becomes clear.,TP-Link Kasa,Turn off,This action will turn off a selected device.,Generic/Other
amtjRqC5,SpotCam,Audio event detected,This Trigger fires every time an audio event is detected.,WeMo Insight Switch,Turn on,"This Action will turn a WeMo Insight Switch on. If the WeMo Insight Switch is already on, it will remain on.",Generic/Other
ar2Lnq9b,WeMo Smart Plug,Switched off,This Trigger fires every time your WeMo Switch is turned off.,Wemo Dimmer,Change brightness,This action will change brightness of a Dimmer to a specified level/percentage.,Generic/Other
astigkN2,Flic,Flic is clicked,This Trigger fires every time you click the selected Flic.,Brilliant Smart,Activate Scene,This action will activate the specified scene.,Generic/Other
auMpzD6J,Location,You exit an area,This Trigger fires every time you exit an area you specify.,WeMo Insight Switch,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
b2HSEaA8,Location,You enter an area,This Trigger fires every time you enter an area you specify.,Optoma,Turn on/off my projector,This action will turn on/off my projector.,Generic/Other
b7dgRuia,Location,You enter or exit an area,This Trigger fires every time you enter or exit an area you specify.,WeMo Smart Plug,Toggle on/off,This Action will toggle a WeMo Switch on or off.,Generic/Other
b7pk35mA,Nest Thermostat,Temperature drops below,This Trigger fires every time the temperature drops below a threshold you specify.,Smart Life,Activate Scene,This action will activate the specified scene.,Generic/Other
b82RbaQ4,Litter-Robot by Whisker,Litter Robot Events,This trigger fires when an event is triggered from your litter robot. ie. Clean Cycle Completes,iRobot,Start robot,This action will start your robot.,Generic/Other
b89YwbWi,Button widget,Button press,This trigger fires every time you press the button.,Hubitat,Dim a device,This action will change a device's dimmer level.,Generic/Other
b9BsxG4i,Location,You enter or exit an area,This Trigger fires every time you enter or exit an area you specify.,WeMo Smart Plug,Toggle on/off,This Action will toggle a WeMo Switch on or off.,Generic/Other
bA234tuT,Google Assistant,Say a simple phrase,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",SwitchBot,Bot turn on ,This action will trigger the specified Bot to turn on the switch.,Generic/Other
bA78nW5j,August,Lock locked,This Trigger fires every time the specified lock is locked.,SwitchBot,Bot turn off,This action will trigger the specified Bot to turn off the switch.,Generic/Other
bAb73Yda,Date & Time,Every day at,This Trigger fires every single day at a specific time set by you.,Sensibo,Turn A/C off,Turn your A/C off,Generic/Other
bERe9PZU,Date & Time,Every day at,This Trigger fires every single day at a specific time set by you.,WeMo Smart Plug,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
bJcP5i2b,Wyze,Motion is detected,This trigger fires when a Wyze Cam detects motion. The minimum firmware version required is v3.9.3.62 for v1 and v4.9.1.60 for v2.,TP-Link Kasa,Turn on,This action will turn on a device.,Generic/Other
bLWuG26p,Kronaby,Pusher pressed,This trigger is fired from the assigned pusher on your Kronaby watch.,WeMo Insight Switch,Toggle on/off,This Action will toggle a WeMo Insight Switch on or off.,Generic/Other
bPRmsQbc,Fitbit,New sleep logged,This Trigger fires every time your Fitbit logs new sleep.,WeMo Insight Switch,Turn on,"This Action will turn a WeMo Insight Switch on. If the WeMo Insight Switch is already on, it will remain on.",Generic/Other
bQRDpu5N,Wyze,Contact Sensor closes,This trigger fires when a Contact Sensor closes.,Hubitat,Close a device,This action will close a Hubitat device.,Generic/Other
bTvjGkpy,Date & Time,Every day at,This Trigger fires every single day at a specific time set by you.,SwitchBot,Bot press,This action will trigger the specified Bot to press the switch.,Generic/Other
bVQDJYR7,Weather Underground,Sunset,This Trigger fires within 15 minutes of the sunset in your location.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
bXwU8VG6,Weather Underground,Sunset,This Trigger fires within 15 minutes of the sunset in your location.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
bdFpVkgc,Weather Underground,Current temperature rises above,This Trigger monitors your local temperature and fires whenever the temperature rises above the value you provide.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
bfk5YGes,Location,You enter an area,This Trigger fires every time you enter an area you specify.,TP-Link Kasa,Turn on,This action will turn on a device.,Generic/Other
bgZdvTi7,Location,You exit an area,This Trigger fires every time you exit an area you specify.,Wink: Pivot Power Genius,Turn outlet off,"This Action will turn off the Pivot Power Genius outlet you specify. If the outlet is already off, it will remain off.",Generic/Other
bgrtUZXP,Powered by Viva,At least one person arrives home,This trigger fires when at least one family member has come home.,iRobot,Stop robot,This action will stop your robot.,Generic/Other
bhG2KJzM,ecobee,Thermostat indoor temperature is greater than,This trigger fires every time your ecobee thermostat senses that the indoor temperature is greater than a specific value you supply.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
bhrK3H79,Amazon Alexa,Say a specific phrase,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",Lutron Caséta and RA2 Select,Set light level,This Action will set a Lutron dimmer or switch to the level you specify.,Generic/Other
bicgpKBX,WeMo Light Switch,Long press,This Trigger fires every time your WeMo Light Switch is turned on or off with a long press over two seconds.,WeMo Smart Plug,Toggle on/off,This Action will toggle a WeMo Switch on or off.,Generic/Other
bjvh6gPE,WeMo Light Switch,Long press,This Trigger fires every time your WeMo Light Switch is turned on or off with a long press over two seconds.,WeMo Smart Plug,Toggle on/off,This Action will toggle a WeMo Switch on or off.,Generic/Other
bmCbuyjP,Location,You exit an area,This Trigger fires every time you exit an area you specify.,WeMo Insight Switch,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
bmvSQJsw,Weather Underground,Sunset,This Trigger fires within 15 minutes of the sunset in your location.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
burEMfKV,Date & Time,Every day at,This Trigger fires every single day at a specific time set by you.,WeMo Smart Plug,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
byYhpcAU,Airthings,Radon level below threshold,This trigger fires when radon level of a device falls below the provided threshold.,WeMo Smart Plug,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
bz8XvxP6,Button widget,Button press,This trigger fires every time you press the button.,SwitchBot,Bot turn off,This action will trigger the specified Bot to turn off the switch.,Generic/Other
bzFfS3xZ,Location,You exit an area,This Trigger fires every time you exit an area you specify.,WeMo Smart Plug,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
c8eJEH9c,Android Battery,Battery drops below 15%,This Trigger fires every time your Android device's battery drops below 15%.,TP-Link Kasa,Turn on,This action will turn on a device.,Generic/Other
c9P5Xj3z,Location,You enter an area,This Trigger fires every time you enter an area you specify.,WeMo Insight Switch,Turn on,"This Action will turn a WeMo Insight Switch on. If the WeMo Insight Switch is already on, it will remain on.",Generic/Other
cD5VsXJY,Weather Underground,Sunset,This Trigger fires within 15 minutes of the sunset in your location.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
cFXNKRp6,Hubitat,Device turns on,This trigger fires when your Hubitat device turns on.,Smart Life,Turn on,This action will turn on the device/group of your choosing.,Generic/Other
cFnYGrjx,Button widget,Button press,This trigger fires every time you press the button.,WeMo Smart Plug,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
cGJiZ3h5,Location,You exit an area,This Trigger fires every time you exit an area you specify.,WeMo Smart Plug,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
cHXAb67k,ComEd,Carbon Quality,Indicates whether the carbon is clean or dirty,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
cJpdv7sA,Wireless Tag,Motion sensor has timed out,This Trigger fires when specified PIR KumoSensor or regular motion sensor tag detects no movement for a time-out period.,WeMo Insight Switch,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
cNT9sWzM,Weather Underground,Current temperature drops below,This Trigger monitors your local temperature and fires whenever the temperature drops below the value you provide.,TP-Link Kasa,Turn on,This action will turn on a device.,Generic/Other
cRE8sbMx,Google Assistant,Say a simple phrase,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",Nature Remo,Control home appliances,This action will send an infrared signal to control your home appliances.,Generic/Other
cRK3nvUz,WeMo Smart Plug,Switched on,This Trigger fires every time your WeMo Switch is turned on.,WeMo Smart Plug,Turn on then off,This Action will turn a WeMo Switch on then immediately back off.,Generic/Other
cT6dZGeN,Email,Send IFTTT an email tagged,Send IFTTT an email at trigger@applet.ifttt.com with a hashtag in the subject (e.g. #IFTTT) and this Trigger fires. You can optionally add a single file attachment (up to 30MB) and IFTTT will create a public URL to the file as an Ingredient.,WeMo Smart Plug,Toggle on/off,This Action will toggle a WeMo Switch on or off.,Generic/Other
cXKnesMr,Amazon Alexa,Say a specific phrase,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",Heatmiser,Set Away Mode,This Action will activate Away Mode on your neoHub,Generic/Other
cYkfTg5d,WeMo Smart Plug,Switched off,This Trigger fires every time your WeMo Switch is turned off.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
cYr3Nhye,Twitter,New tweet by you with hashtag,This Trigger fires every time you post a new tweet with a specific hashtag.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
cYrAE7FG,Date & Time,Every day of the week at,This Trigger fires only on specific days of the week at the time you provide.,Smart Life,Turn on,This action will turn on the device/group of your choosing.,Generic/Other
cZNJrK7u,Location,You enter an area,This Trigger fires every time you enter an area you specify.,VeSync Dimmer,Change brightness,This action will change the brightness of a Dimmer to a specified level/percentage.,Generic/Other
cb2Brg7R,Nest Protect,Smoke alarm warning,This Trigger fires every time the Nest Protect you specify detects warning smoke levels.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
cb47hqVP,Date & Time,Every year on,This Trigger fires once a year on the date and time you specify.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
cbE8zwGY,Email,Send IFTTT an email tagged,Send IFTTT an email at trigger@applet.ifttt.com with a hashtag in the subject (e.g. #IFTTT) and this Trigger fires. You can optionally add a single file attachment (up to 30MB) and IFTTT will create a public URL to the file as an Ingredient.,Smappee,Turn on plug,This Action will turn on a plug for the specified duration.,Generic/Other
ccqbFzsZ,Wink: Spotter,Temperature drops below,This Trigger fires every time the temperature measured by your Spotter drops below the value you specify.,Wink: Aros,Turn A/C off,This Action will turn your Aros A/C off.,Generic/Other
ce3FgY68,WeMo Motion,Any new motion,This Trigger fires every time your WeMo Motion sensor detects new motion.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
cfKBdb7n,Google Assistant,Say a simple phrase,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",Optoma,Turn on/off my projector,This action will turn on/off my projector.,Generic/Other
cfedBZh9,Google Assistant,Say a simple phrase,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",WeMo Smart Plug,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
chdUkLzN,Arlo,Motion detected,This Trigger fires when your Arlo device detects motion.,Smart Life,Turn on,This action will turn on the device/group of your choosing.,Generic/Other
cibK9NM2,Weather Underground,Sunset,This Trigger fires within 15 minutes of the sunset in your location.,Wink: Pivot Power Genius,Turn outlet off,"This Action will turn off the Pivot Power Genius outlet you specify. If the outlet is already off, it will remain off.",Generic/Other
ctwRNZBc,Zoom,Any scheduled meeting ends,This trigger fires when a scheduled meeting ends.,iRobot,Resume robot,This action will resume your robot.,Generic/Other
ctyE4qaB,Netatmo Weather Station,Temperature drops below,This Trigger fires every time the temperature drops below a value you specify.,Smappee,Turn on plug,This Action will turn on a plug for the specified duration.,Generic/Other
cuJQMpCG,Awair,High humidity alert,This Trigger fires when the humidity measured from your Awair device rises above the threshold you specified for more than 30 seconds.,WeMo Insight Switch,Turn on,"This Action will turn a WeMo Insight Switch on. If the WeMo Insight Switch is already on, it will remain on.",Generic/Other
cumdUP4c,iRobot,Robot Started,This trigger fires when your robot starts a job.,iRobot,Start robot,This action will start your robot.,Generic/Other
d23VGfnw,Ring,New Motion Detected,This Trigger fires every time a motion is detected at the given doorbell.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
d3uhXk7G,Nest Thermostat,Nest set to Home,This Trigger fires every time the home you specify is set to Home.,TP-Link Kasa,Activate scene,This action will activate a selected Scene from your account.,Generic/Other
d5JgRM9r,Nest Protect,Smoke alarm emergency,This Trigger fires every time the Nest Protect you specify detects dangerous smoke levels.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
d6Vn4gt5,Google Assistant,Say a simple phrase,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",WeMo Smart Plug,Toggle on/off,This Action will toggle a WeMo Switch on or off.,Generic/Other
d8j79xsL,WeMo Motion,Any new motion,This Trigger fires every time your WeMo Motion sensor detects new motion.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
d9L6sHTj,Android Phone Call,Any incoming phone call missed,This Trigger fires every time you miss a phone call on your Android device.,Smart Life,Activate Scene,This action will activate the specified scene.,Generic/Other
dFEXBQ5d,Date & Time,Every day at,This Trigger fires every single day at a specific time set by you.,WeMo Smart Plug,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
dHmN6ubs,Email,Send IFTTT any email,Send IFTTT any email at trigger@applet.ifttt.com and this Trigger fires. You can optionally add a single file attachment and IFTTT will create a public URL to the file as an Ingredient. This trigger will reject emails with attachments over 30MB.,WeMo Smart Plug,Turn on then off,This Action will turn a WeMo Switch on then immediately back off.,Generic/Other
dKg8Hf54,Nest Cam,New sound or motion event,This Trigger fires every time the camera detects a sound or motion event.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
dPhKArjB,eWeLink Smart Home,RF Bridge Alarm activated,This trigger fires when an alarm of your RF Bridge is activated.,TP-Link Kasa,Turn on,This action will turn on a device.,Generic/Other
dT2NAaHP,Date & Time,Every day at,This Trigger fires every single day at a specific time set by you.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
dTA6DRwN,Ring,New Motion Detected,This Trigger fires every time a motion is detected at the given doorbell.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
dVTrEWMZ,MESH,Event from MESH app received,This Trigger fires every time your IFTTT Tag on MESH app receives an input signal from the other Tag.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
